X,Y
3.85660321633373,9.209759094519717
0.1037597467970075,10.40924033949809
3.168241174631377,7.643741709949598
3.744019412693059,8.453341463557459
2.4925350615129522,9.31782425089919
1.1239832276542383,9.882790252336017
0.9903143237981199,10.404313374739665
3.8026535609947936,8.553478459196132
0.8455541828126772,10.282580806982516
0.44169907087005134,10.112353761766832
3.426799091838986,8.572328738653738
4.766966730974683,10.731539275733859
0.019741331639572257,9.527335907225064
2.560961316928883,9.443506038108074
4.063104808260568,8.88600518080871
3.0626303341469407,8.696025071095233
3.6087765871589976,7.820668652994234
1.4593803408531658,10.148699491899158
4.588870612564717,10.459583688668841
3.572878916988453,7.8372445174214596
2.7127218400563065,7.777612552490821
0.7108502380076348,9.397657633147551
1.866703800257346,9.860862198452969
3.3706680753317264,9.551176010084125
2.2091658721149803,9.903639161183886
2.1700699666664685,10.224304900086375
3.088834892346586,8.507306014626534
2.5656912127719544,9.623073363449834
3.251985909657336,8.248280714013022
3.005194767022722,8.817960501155369
4.026115984163733,8.59075043791028
2.608235761968171,8.602362815039463
4.5432444040433415,9.683951095631237
1.5961804449427264,9.741672351606129
0.45229674635453687,10.85764472739929
1.5035002831810167,10.148058273746956
0.5699218093177488,10.440025880605065
4.143406631538383,8.715001861017104
0.23448159694624882,10.742268626188771
3.1314357415569627,8.068378139494964
2.737930779596218,9.071175748346946
4.096434978350343,8.6412320781118
0.9947376983940615,9.801211511372646
4.284251512288666,8.865969826647813
1.7582631971604394,9.43386001553005
3.773238457649286,8.371042307585098
1.4798085343983935,9.897659280263232
4.419682397805931,9.518446912355179
1.627558189161244,10.236409518067466
0.8250794885957424,10.206197499900718
1.9626462197329364,9.612281266156351
0.4673018727932515,10.353147617245066
4.105528289184642,8.559386494040234
0.7557600982128193,10.629082384295968
1.920572243460998,10.092034509871958
4.721303561194006,10.1228343409958
4.938127374509361,11.74999268743819
2.2815227354739203,9.714514457464752
4.130614219213699,8.80896182297136
1.2568706710352968,10.0129673464656
2.9868582411544216,8.408322499807323
4.514158801658137,9.304638796868701
2.6727897440090755,9.372181621146158
2.9510068149271147,8.202307889280636
0.19640883612693671,10.055755219607114
1.7859087931726814,9.544744321456864
0.3980654507798209,10.706562306254048
1.5272995917140912,9.323927785234375
1.65359655991066,9.750369515827076
3.8691514810529792,8.494305751119445
0.19979604344988633,10.257588968653266
2.1474608921581915,9.64502040431212
1.5746343592134415,9.889083312394368
3.1824557153377233,8.90463669426575
1.7317357504001651,10.018625406173415
0.2154867810249722,11.339077075382914
4.39957587258958,8.568884341884132
3.816202935718405,8.820167678298706
4.390483213624291,8.782914146847753
2.087545719196335,9.08531274387391
3.027887821968784,9.488374575547406
2.567333137041442,9.794647332996103
2.989183239814868,7.594640721735367
1.3110783056597515,10.056960875512743
1.504356544703536,10.01701387811129
0.12699891025053034,8.997132006216686
1.5153128032551737,10.017600626282375
1.2103793770176368,10.410099481821778
2.787890943313221,8.800976547212128
2.827535099440838,7.6581858459859795
2.375661237075253,9.69774063586613
1.4639898814475454,10.200305206089729
0.32125530347412223,10.121453893205532
4.894095728788213,10.065255833163814
1.6985392181893184,10.247786168247934
2.4752431544122717,9.486260862718986
4.885403629613409,10.179471309767886
2.2038691245033326,9.392861905630214
1.591364027394756,10.397135115716107
2.5989849293769005,7.909904021281498
2.8906821494123376,8.658655070969179
4.269668752502432,8.131710608049973
0.34048636768975016,9.69901529144495
2.3226540388966628,9.44169302058018
3.909745593095742,8.521881392463207
3.5930140519112514,8.183383619033394
2.9301099002658795,8.419593456074494
0.18547206617203937,10.515249850286898
1.7532819564156648,10.194327253925296
2.815953422463725,8.272383041389206
1.4986493621228143,10.200484975898224
2.5616707663677465,8.69317058922164
3.3673346264236024,9.56121299189456
0.7959686668904675,9.9087486612781
0.2523883507699881,9.965781810197157
1.6890794353233973,9.725897031131685
0.5403188638972628,10.012160670468726
0.8945140428554521,10.350489310341874
4.429135480838529,9.517595111335318
1.826824856070579,8.959401564946575
1.0938467458976837,9.964520156736294
3.762480851093014,7.809646635942083
0.5343979219678457,10.848047525821155
3.723016203877803,9.677034354710926
2.3489264672024723,9.867202960976345
2.991278356395546,8.694342115446213
0.7381009614264883,10.784262307181734
0.9201741104657563,10.362071408715545
3.2253606323412094,9.221332836976242
0.24314003131702788,10.451939056136196
1.2430625390138472,10.085096515668102
2.7120425811400213,8.202393280989078
1.133866716350046,9.919921946537219
1.9070576745231604,9.842288754220272
4.611163934517731,9.154097724692349
4.626784364338884,9.691308167883458
2.8337496228749997,9.319696540736325
2.667354424945013,8.828161125352457
0.07430012316614054,11.029740438181786
4.889496317010025,11.154305620091254
2.8651445201659294,8.47800643739093
3.95878498138312,7.965903174450949
2.8077868013818446,8.649577714488403
4.3866762078246735,9.057772870115555
2.9209791426533775,8.763784303261927
3.544249131844776,9.176808159795995
0.7426672567822928,9.711997373955073
2.142253694839482,9.226308036394652
