X1,X2,Y
11.145485491511609,4.790696850304468,0
3.0948846673635835,4.7876002542316565,1
8.577162644686416,3.9148409661864414,0
9.427681542390086,5.266741924388244,0
3.514624132727942,6.21389969201708,1
9.13147661212519,8.091317609251115,0
5.437809843085796,3.666880845446183,1
2.8270707564832254,4.480505309190099,1
2.1415399496398786,4.3818306410203824,1
4.041713473508931,5.198679810072742,1
2.83812974321052,6.125472933330613,1
9.519305064185925,4.153987543161503,0
10.115266366409228,3.4170223810442293,0
9.405124448003201,3.29930745668977,0
6.90351510162629,4.710760983261231,0
9.351108170244762,1.3659455468196064,0
10.252771644274546,5.494223432315472,0
8.363345490647363,5.548985141492807,0
2.003187008963149,-0.5516132050933242,1
0.5518995929237467,4.179803146545456,1
8.708040664398476,4.928973949443719,0
1.664959333517988,4.081686849532003,1
3.6787203409569713,6.1543404186502775,1
8.418789575071848,3.814227992322149,0
12.962916845751307,7.770509752378413,0
7.503135891238307,3.764586704005967,0
4.52457323794634,4.438140419360771,1
2.7420980503939063,4.537029645410121,1
3.767965429092415,2.618283571284418,1
4.851481221171592,3.7399051356168096,1
12.150370813463564,2.0211805973379793,0
8.047115220785107,3.6795409959114402,0
0.8150136940119799,4.584733076305683,1
7.422851994023152,6.870774172505243,1
10.067601465110998,0.1990927323754086,0
9.682017589862783,2.1083798459113874,0
8.386928467639745,4.006510124270182,0
7.135028286927433,2.751540734418253,1
7.6693410469654415,5.238227965196683,0
6.488275648754183,3.237776534704129,0
8.897019485024813,4.880936070591199,0
4.03611021931256,4.0455967993787425,1
8.529068136633997,6.131316688547649,0
7.565601749710724,5.663053036704306,0
9.594870838855748,4.240378431905242,0
6.280663400036518,5.45197097346751,0
8.313996752893377,3.8570892978404214,0
2.8798141082458573,4.329909114066728,1
6.813287210047024,4.659422975340999,0
9.750951008548649,1.578569351940942,0
9.007183518222407,5.570591369563714,0
7.854783372074649,3.8987941528731613,0
8.12616907791461,4.431118632147415,0
3.9683236786502443,3.224370518127464,1
11.700795603219802,4.333299146501199,0
7.0984697937274515,6.49832761183813,0
4.268193184330194,4.344074732715337,1
7.546735412646328,3.1523385596461537,0
2.423056249396299,3.868319331377681,1
6.598165147552558,5.106368851944604,1
3.5996562987586476,3.0373795212854517,1
6.003111258490632,3.8051570192046023,1
8.19822403389818,4.273820187125484,0
9.095383404915435,3.9221753519417737,1
5.361992015453541,2.5925647788131845,1
6.385923383054373,4.31597843624157,0
5.181136520154462,7.845971905544486,0
2.930285472559472,3.956804306706699,1
3.9289401698563893,2.0801700325758308,1
4.561366664144902,4.9408781944938305,0
6.632420355137985,7.114406662428259,0
7.331845268383806,5.004236729366973,0
5.7867374153633815,6.577109476907962,1
10.715594516214116,3.3903325516665923,0
4.704157782808757,5.331963680621207,1
6.397357444935334,-1.1893085393237657,1
8.423766773555402,6.409441248634217,0
7.059970373204426,5.699133543255331,0
6.932702751713343,4.707244365073525,1
7.658397938604756,5.533946463079736,0
9.25755165307659,5.372988697546149,0
6.573952086740512,0.5477647580448259,0
9.005851035341264,3.7372024432429614,0
8.88053278333746,6.3779437126538845,0
9.726129721181248,2.8967442810695756,0
9.64209591221583,9.195601561543384,0
5.196053436998312,4.798163600102172,0
3.770212271511909,6.531949835942324,1
3.915463323336351,3.2174595983250978,1
4.879702222229534,8.114795301298045,0
6.499805021382315,5.142297506926206,1
3.212533667636876,2.7178804517836928,1
10.175427473048282,5.877602526068781,0
6.692196651352521,5.253640962135448,1
4.461160999826471,4.657127786577087,1
7.726410333477305,5.036578382698439,0
11.345253616909412,3.9184003847002495,0
4.625072584966773,4.908506370300724,1
3.204992047722368,8.082059966555878,0
3.575708392028083,1.6128716354513104,1
10.006280724089862,7.157347102640813,0
8.99228585249519,6.593189733329904,0
9.534737471504823,6.969839683819794,0
7.019032817042637,4.251126799614439,0
6.823546543422962,5.051883427048264,0
8.891705012522003,2.1792984846386614,0
6.042711317980111,7.419312189959746,1
12.0612072416776,2.714737421954473,0
5.503006953805713,0.2556327774662708,1
5.862022433039735,3.97623738174637,0
6.777436650408475,5.204070224584663,0
2.591014148940478,7.46063103901268,1
3.560413008510967,4.4004959216138495,1
8.452726454503415,0.8427642125956494,0
4.517340928912077,6.975486663922915,1
2.4763610889678827,7.323004257487529,1
8.386842752940716,6.106877821913484,0
3.7858533313349234,3.515786629870562,1
4.087344022814691,-0.7377858625580576,1
7.633782919642003,7.117938375142301,0
7.523329269065348,8.864356339162693,0
10.449148710252349,2.437783449711915,0
0.9525784273814013,4.309740730696143,1
4.893315321137878,4.361404396359678,0
2.094393956838182,6.941993159010012,1
8.45392508374179,2.6946817814980952,0
3.421808424685704,5.353955225331513,1
5.185830908513549,5.253562372653944,0
7.223444584911796,5.13346088362646,1
7.362630140843971,3.5546756126512546,0
5.5046941538975345,5.498910430304899,0
3.744102115760735,3.261378760181077,1
5.371123170958288,3.6851120305764993,1
1.8500494680226134,6.896538250367955,1
5.341138781234907,4.298322646286751,1
10.769160321678148,4.427149172128488,0
3.6351160312021227,4.03493335026962,1
5.75895801201455,5.096528413851313,0
5.608952516666058,3.816274053705502,0
5.515419458362329,2.7267899744885726,1
0.3734457351893439,3.604178480568332,1
2.05331557353787,5.636696204692811,1
2.1950344501257004,5.595741772639262,1
8.245179919206926,4.040611041461768,1
2.717645493069229,7.07754788232001,1
5.675132424900275,5.028289426778493,1
5.943733668082503,2.5761929654152933,1
3.599275407986677,5.0913399901861,1
6.076795518237528,7.491219874295693,0
8.726354695088904,8.787359651103685,0
4.51572473881007,4.811130384517112,0
7.677726183511882,6.778314988145747,0
5.56074860965246,3.552102166488991,0
2.6585733433682512,4.5194349473579365,1
2.003888682456922,4.382339825646409,1
4.160199491076502,1.3211777584693842,1
10.208703139720626,4.13690096896791,0
6.147491372939548,9.015685901556001,0
6.997463734496666,3.60374204206229,0
7.44845254268739,6.0009658003087445,0
6.429129576473606,5.9241194743240975,0
4.130877078670613,3.1570583333778566,1
7.898920620902455,4.271980087385782,0
2.4234672348378066,6.111504327931726,1
3.243609474653307,3.889062466241114,1
4.8476293680765075,2.088632968818728,1
4.865749184098557,2.9188684245846193,1
8.615937710432068,4.58300247378824,0
7.226669844022924,0.20457874349899496,1
6.502944093321881,4.783750147039473,0
3.999558203396801,6.1002273875584425,1
10.862367504509127,6.185516893101338,0
6.95074530814306,5.143756078740737,0
6.108090182378627,2.038246246542034,1
5.047092036127598,5.643034617997844,1
4.057888996802247,8.20815473325861,1
7.3595922355182415,3.1676022774669184,0
0.31513416007790696,2.9776679667588564,1
8.047009171770789,6.107553955726732,0
6.537933314829588,2.9544525906097143,0
8.354773438769199,6.9670254586863285,0
7.041351992849005,4.4019674140678395,0
7.204319543600017,5.6748753072279445,0
10.353624900209859,3.951327794735088,0
7.966976108987652,4.155776056055748,1
8.576753695430531,2.8969221248599237,0
10.642211230940411,5.305261104409069,0
2.7482225870677963,1.4994583630625469,1
4.593974451773525,5.787421198277331,0
8.031392744228858,0.514630091629189,0
4.619327971789907,3.102302639295944,1
4.6040214940686255,3.020676719516195,1
